scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
francis,Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme),FRANCIS,State,Infra,Not specified (state scheme),Goa,"Transport & Infrastructure;Agriculture,Rural & Environment",Recreation;Urban;Sports;Playground,"""Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)"" aims to provide safe play areas for healthy recreation and sports to urban communities. Assistance is provided to develop safe play areas in urban spaces.",,3.0,"Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme). ""Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)"" aims to provide safe play areas for healthy recreation and sports to urban communities. Assistance is provided to develop safe play areas in urban spaces. Category: Transport & Infrastructure, Agriculture,Rural & Environment. Tags: Recreation, Urban, Sports, Playground."
pmgkp,Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19,PMGKP,Central,Individual,Ministry Of Health & Family Welfare,All,Health & Wellness,Life Insurance;Health Workers;COVID-19,"The ""Pradhan Mantri Garib Kalyan Package: Insurance Scheme for Health Workers Fighting COVID-19"" by the Ministry of Health and Family Welfare, Government of India aims to offer financial protection to healthcare workers involved in COVID-19 duties.",,1.0,"Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19. The ""Pradhan Mantri Garib Kalyan Package: Insurance Scheme for Health Workers Fighting COVID-19"" by the Ministry of Health and Family Welfare, Government of India aims to offer financial protection to healthcare workers involved in COVID-19 duties. Category: Health & Wellness. Tags: Life Insurance, Health Workers, COVID-19."
samsmeapr,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Patent Registration",SAMSMEAPR,State,Infra,Not specified (state scheme),Gujarat,Business & Entrepreneurship,Business;Entrepreneurship;MSMEs;Start Up,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness.",2025-08-06,3.0,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Patent Registration. The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness. Category: Business & Entrepreneurship. Tags: Business, Entrepreneurship, MSMEs, Start Up."
fasmrgmp,Financial Assistance to Shaurya Medal Recipients by the Government of Madhya Pradesh,FASMRGMP,State,Individual,Not specified (state scheme),Madhya Pradesh,Social welfare & Empowerment,Medal;Financial Assistance;Award,The scheme aims to honor and support Shaurya Medal recipients by providing financial aid and recognition for their bravery and distinguished service.,,1.0,"Financial Assistance to Shaurya Medal Recipients by the Government of Madhya Pradesh. The scheme aims to honor and support Shaurya Medal recipients by providing financial aid and recognition for their bravery and distinguished service. Category: Social welfare & Empowerment. Tags: Medal, Financial Assistance, Award."
sgpbj,Scheme for Grant of Pension Benefits to Journalists,SGPBJ,State,Individual,Not specified (state scheme),Puducherry,Social welfare & Empowerment,Pension;Journalist;Media;Newspaper;Press,"The scheme ""Scheme for Grant of Pension Benefits to Journalists"" offers a monthly pension of ₹6,000/- to qualified journalists who are 58 years or above in age, and have served for a minimum of 20 years in roles such as Full-time Editor, Reporter, Sub-Editor, Press Photographer/Videographer, etc.",,1.0,"Scheme for Grant of Pension Benefits to Journalists. The scheme ""Scheme for Grant of Pension Benefits to Journalists"" offers a monthly pension of ₹6,000/- to qualified journalists who are 58 years or above in age, and have served for a minimum of 20 years in roles such as Full-time Editor, Reporter, Sub-Editor, Press Photographer/Videographer, etc. Category: Social welfare & Empowerment. Tags: Pension, Journalist, Media, Newspaper, Press."
sfsa,Scheme For Study In Abroad,SFSA,State,Individual,Not specified (state scheme),Rajasthan,Education & Learning;Women and Child,Financial Assistance;Higher Education;Empowerment;Social Welfare,"In the year 2010-11, Rajasthan Government has taken the initiative to encourage girl child education by starting a scheme to Study Abroad.",,1.0,"Scheme For Study In Abroad. In the year 2010-11, Rajasthan Government has taken the initiative to encourage girl child education by starting a scheme to Study Abroad. Category: Education & Learning, Women and Child. Tags: Financial Assistance, Higher Education, Empowerment, Social Welfare."
makabbocwwb,Medical Assistance (Karmika Arogya Bhagya) (K.B.O.C.W.W.B),MAKABBOCWWB,State,Family,Not specified (state scheme),Karnataka,Health & Wellness,Labour;Building Worker;Construction Worker;Medical Assistance;Hospitalisation,"The ""Medical Assistance (Karmika Arogya Bhagya)'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial assistance to registered construction workers and their dependents for hospitalisation expenses in recognised hospitals.",,2.0,"Medical Assistance (Karmika Arogya Bhagya) (K.B.O.C.W.W.B). The ""Medical Assistance (Karmika Arogya Bhagya)'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial assistance to registered construction workers and their dependents for hospitalisation expenses in recognised hospitals. Category: Health & Wellness. Tags: Labour, Building Worker, Construction Worker, Medical Assistance, Hospitalisation."
lbs,Ladli Beti Scheme,LBS,State,Family,Not specified (state scheme),Jammu and Kashmir,"Banking,Financial Services and Insurance;Social welfare & Empowerment;Women and Child",Girl Child;Financial Assistance;Social Welfare,A social assistance scheme sponsored by the J&K Govt. for newborn girl children born on or after 01/04/2015. The objective is to arrest the declining female sex ratio. The scheme ensures that the girl child does not become a burden for the parent or guardian at the time of her marriage.,,2.0,"Ladli Beti Scheme. A social assistance scheme sponsored by the J&K Govt. for newborn girl children born on or after 01/04/2015. The objective is to arrest the declining female sex ratio. The scheme ensures that the girl child does not become a burden for the parent or guardian at the time of her marriage. Category: Banking,Financial Services and Insurance, Social welfare & Empowerment, Women and Child. Tags: Girl Child, Financial Assistance, Social Welfare."
apch-gbocwwb,Advance for Purchase or Construction of House (GBOCWWB),APCH-GBOCWWB,State,Individual,Not specified (state scheme),Goa,Housing & Shelter;Social welfare & Empowerment,House;Construction;Financial Assistance;Labour;Worker,"""Advance for Purchase or Construction of House"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board, Dept of Labour and Employment, Goa. The worker registered with the Board is sanctioned financial assistance of upto ₹50,000 for the purchase/construction of a house.",,1.0,"Advance for Purchase or Construction of House (GBOCWWB). ""Advance for Purchase or Construction of House"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board, Dept of Labour and Employment, Goa. The worker registered with the Board is sanctioned financial assistance of upto ₹50,000 for the purchase/construction of a house. Category: Housing & Shelter, Social welfare & Empowerment. Tags: House, Construction, Financial Assistance, Labour, Worker."
agsmais,Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Assistance of Interest Subsidy,AGSMAIS,State,Infra,Not specified (state scheme),Gujarat,Business & Entrepreneurship,Business;Entrepreneurship;Mega Industries;Interest Subsidy;Thrust Manufacturing Sector,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.",,3.0,"Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Assistance of Interest Subsidy. The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets. Category: Business & Entrepreneurship. Tags: Business, Entrepreneurship, Mega Industries, Interest Subsidy, Thrust Manufacturing Sector."
obdopmtig,Organizing Block Demonstration on Polythene Mulch Technology in Groundnut,OBDOPMTIG,State,Individual,Not specified (state scheme),Tamil Nadu,"Agriculture,Rural & Environment",Agriculture;Farmer;Block Demonstration;Polythene Mulch Technology;Groundnut,The scheme provides financial assistance to farmers for adopting polythene mulch technology in groundnut cultivation to improve productivity.,,1.0,"Organizing Block Demonstration on Polythene Mulch Technology in Groundnut. The scheme provides financial assistance to farmers for adopting polythene mulch technology in groundnut cultivation to improve productivity. Category: Agriculture,Rural & Environment. Tags: Agriculture, Farmer, Block Demonstration, Polythene Mulch Technology, Groundnut."
nfbsm,National Family Benefit Scheme (Maharashtra),NFBSM,State,Individual,Not specified (state scheme),Maharashtra,Social welfare & Empowerment,Pension;Family;BPL;Death;Below Poverty Line,"The scheme ""National Family Benefit Scheme (Maharashtra)"" is a social welfare scheme by the Social Justice & Special Assistance Department, Government of Maharashtra. Under this scheme, ₹20,000/-. is provided to the family in the event of the death of their primary breadwinner.",,1.0,"National Family Benefit Scheme (Maharashtra). The scheme ""National Family Benefit Scheme (Maharashtra)"" is a social welfare scheme by the Social Justice & Special Assistance Department, Government of Maharashtra. Under this scheme, ₹20,000/-. is provided to the family in the event of the death of their primary breadwinner. Category: Social welfare & Empowerment. Tags: Pension, Family, BPL, Death, Below Poverty Line."
rsai9csu,Refinance Scheme for Acquisition of ISO 9000 Certification for SSI Unit (ISO 9000),RSAI9CSU,State,Individual,Not specified (state scheme),Puducherry,"Banking,Financial Services and Insurance;Business & Entrepreneurship",Entrepreneur;Industry;Loan;Investment;Certification;Acquisition,"The scheme aims to assist the existing industrial concerns in the SSI sector for the expenses on consultancy, documentation, audit, certification fees, equipment, and calibrating instruments required would be taken into account for determining the loan requirement.",,1.0,"Refinance Scheme for Acquisition of ISO 9000 Certification for SSI Unit (ISO 9000). The scheme aims to assist the existing industrial concerns in the SSI sector for the expenses on consultancy, documentation, audit, certification fees, equipment, and calibrating instruments required would be taken into account for determining the loan requirement. Category: Banking,Financial Services and Insurance, Business & Entrepreneurship. Tags: Entrepreneur, Industry, Loan, Investment, Certification, Acquisition."
safpofn,Intensive Fisheries Development Programme - Subsidy on Purchase of Fishing Nets (Scheduled Caste),IFDPSPFN,State,,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment",Fishing Nets;Subsidy;Fishermen;Scheduled Caste;Fisheries,"The scheme aims to provide financial assistance to individuals from Scheduled Caste families engaged in fishing activities for the purchase of fishing nets. Under this scheme, a 60% subsidy or up to ₹24,000, on the purchase of fishing nets worth ₹40,000/- will be provided to eligible beneficiaries.",,,"Intensive Fisheries Development Programme - Subsidy on Purchase of Fishing Nets (Scheduled Caste). The scheme aims to provide financial assistance to individuals from Scheduled Caste families engaged in fishing activities for the purchase of fishing nets. Under this scheme, a 60% subsidy or up to ₹24,000, on the purchase of fishing nets worth ₹40,000/- will be provided to eligible beneficiaries. Category: Agriculture,Rural & Environment. Tags: Fishing Nets, Subsidy, Fishermen, Scheduled Caste, Fisheries."
agsmscg,Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of SGST Paid on Capital Goods,AGSMSCG,State,Infra,Not specified (state scheme),Gujarat,Business & Entrepreneurship,Business;Entrepreneurship;Mega Industries;Capital Goods;SGST;Thrust Manufacturing Sector,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.",,3.0,"Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of SGST Paid on Capital Goods. The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets. Category: Business & Entrepreneurship. Tags: Business, Entrepreneurship, Mega Industries, Capital Goods, SGST, Thrust Manufacturing Sector."
isshsfdc,Industrial Sector Scheme (HSFDC),ISSHSFDC,State,Individual,Not specified (state scheme),Haryana,"Banking,Financial Services and Insurance;Business & Entrepreneurship",Industrial Sector;HSFDC;Loan;BPL;Scheduled Caste;Trade;Business;Self-Employment,"Under this scheme, the Corporation provides loans/benefits to individuals from BPL families, whose annual family income does not exceed ₹1,80,000/-, in both rural & urban areas for various self-employment income-generating activities such as carpentry, leather and leather goods manufacturing, etc.",,1.0,"Industrial Sector Scheme (HSFDC). Under this scheme, the Corporation provides loans/benefits to individuals from BPL families, whose annual family income does not exceed ₹1,80,000/-, in both rural & urban areas for various self-employment income-generating activities such as carpentry, leather and leather goods manufacturing, etc. Category: Banking,Financial Services and Insurance, Business & Entrepreneurship. Tags: Industrial Sector, HSFDC, Loan, BPL, Scheduled Caste, Trade, Business, Self-Employment."
tecis,TEC Internship Scheme,TECIS,Central,Individual,Ministry Of Communication,All,"Science, IT & Communications;Education & Learning",Internship;Student;Telecommunication;Research;Graduation;Postgraduation,The ‘TEC Internship Scheme’ intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship will provide an opportunity for young scholars to contribute to the TEC work and have insight into the related technical work.,,1.0,"TEC Internship Scheme. The ‘TEC Internship Scheme’ intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship will provide an opportunity for young scholars to contribute to the TEC work and have insight into the related technical work. Category: Science, IT & Communications, Education & Learning. Tags: Internship, Student, Telecommunication, Research, Graduation, Postgraduation."
mmlby,Mukhyamantri - Majhi Ladki Bahin Yojana,MMLBY,State,Individual,Not specified (state scheme),Maharashtra,Social welfare & Empowerment;Women and Child,Female;Financial Assistance;Health;Nutrition,"The ""Mukhyamantri - Majhi Ladki Bahin Yojana"" is for the economic freedom of women in the state age group of 21 to 65, improving their health and nutrition and strengthening their decisive role in the family. The women will receive a financial benefit through direct benefit transfer.",,1.0,"Mukhyamantri - Majhi Ladki Bahin Yojana. The ""Mukhyamantri - Majhi Ladki Bahin Yojana"" is for the economic freedom of women in the state age group of 21 to 65, improving their health and nutrition and strengthening their decisive role in the family. The women will receive a financial benefit through direct benefit transfer. Category: Social welfare & Empowerment, Women and Child. Tags: Female, Financial Assistance, Health, Nutrition."
dpiit-is,DPIIT Internship Scheme,DPIIT-IS,Central,Individual,Ministry Of Commerce And Industry,All,Education & Learning,Internship;DPIIT;Student;Under Graduate;Post Graduate;Research Scholar,DPIIT has introduced an internship scheme for students pursuing Under Graduate/Post Graduate degrees or Research Scholars enrolled in recognized universities/Institutions within India or abroad. The applicants can choose the period of their choice ranging from one/two/three months.,,1.0,"DPIIT Internship Scheme. DPIIT has introduced an internship scheme for students pursuing Under Graduate/Post Graduate degrees or Research Scholars enrolled in recognized universities/Institutions within India or abroad. The applicants can choose the period of their choice ranging from one/two/three months. Category: Education & Learning. Tags: Internship, DPIIT, Student, Under Graduate, Post Graduate, Research Scholar."
ymdwmdsrs,Yuvak Mangal Dal and Mahila Mangal Dal Swavalamban Yojana,YMDMMDSY,State,Individual,Not specified (state scheme),Uttarakhand,Social welfare & Empowerment,Financial Assistance;Self-reliance;Mangal Dal;Youth,"The scheme aims to promote self-reliance among village-level male and female youth groups (Mangal Dals) by providing financial support for the purchase of essential materials, enabling them to become self-reliant and undertake community-based activities.",,1.0,"Yuvak Mangal Dal and Mahila Mangal Dal Swavalamban Yojana. The scheme aims to promote self-reliance among village-level male and female youth groups (Mangal Dals) by providing financial support for the purchase of essential materials, enabling them to become self-reliant and undertake community-based activities. Category: Social welfare & Empowerment. Tags: Financial Assistance, Self-reliance, Mangal Dal, Youth."
fabesm,Financial Assistance to Blind Ex-Servicemen,FABESM,State,Infra,Not specified (state scheme),Haryana,Social welfare & Empowerment,Financial Assistance;Blind;Ex-Serviceman;ESM;Sainik,"Under the scheme, financial assistance of ₹3,000/‐ per month shall be granted to those Permanent Blind Ex-servicemen who are bonafide resident of Haryana & are not in receipt of any kind of pension/financial assistance either from Haryana Govt. or any other Department of Govt. of India.",,3.0,"Financial Assistance to Blind Ex-Servicemen. Under the scheme, financial assistance of ₹3,000/‐ per month shall be granted to those Permanent Blind Ex-servicemen who are bonafide resident of Haryana & are not in receipt of any kind of pension/financial assistance either from Haryana Govt. or any other Department of Govt. of India. Category: Social welfare & Empowerment. Tags: Financial Assistance, Blind, Ex-Serviceman, ESM, Sainik."
fafejkbocwwb,Financial Assistance for Funeral Expenses (JKBOCWWB),FAFEJKBOCWWB,State,Family,Not specified (state scheme),Jammu and Kashmir,Social welfare & Empowerment,Building Worker;Construction Worker;Labour;Death;Funeral Expenses,"The “Financial Assistance for Funeral Expenses” scheme by the BOCW Welfare Board, Labour Department, Jammu and Kashmir, is a welfare scheme that provides financial assistance to the nominees of a deceased registered member for covering funeral expenses.",,2.0,"Financial Assistance for Funeral Expenses (JKBOCWWB). The “Financial Assistance for Funeral Expenses” scheme by the BOCW Welfare Board, Labour Department, Jammu and Kashmir, is a welfare scheme that provides financial assistance to the nominees of a deceased registered member for covering funeral expenses. Category: Social welfare & Empowerment. Tags: Building Worker, Construction Worker, Labour, Death, Funeral Expenses."
fsmpscsmsgs,Fellowship Scheme for M.Phil & Ph.D for Scheduled Caste Students (Maharaja Sayajirao Gayakvad Scholarship),FSMPSCS(MSGS),State,Individual,Not specified (state scheme),Gujarat,Education & Learning,Scholarship;Fellowship;Thesis;MPhil;PhD;Scheduled Caste;Student,"Under this scheme, Scheduled Caste students pursuing M.Phil and Ph.D. programs at any recognized universities will receive a monthly fellowship.",,1.0,"Fellowship Scheme for M.Phil & Ph.D for Scheduled Caste Students (Maharaja Sayajirao Gayakvad Scholarship). Under this scheme, Scheduled Caste students pursuing M.Phil and Ph.D. programs at any recognized universities will receive a monthly fellowship. Category: Education & Learning. Tags: Scholarship, Fellowship, Thesis, MPhil, PhD, Scheduled Caste, Student."
mkyh,Mahila Kisan Yojana,MKYH,State,Individual,Not specified (state scheme),Haryana,Business & Entrepreneurship,Women;Employment;Loan;Subsidy;Enterpreneur;Scheduled Caste,"The scheme ""Mahila Kisan Yojana"" is an economic empowerment scheme by the Scheduled Castes Finance and Development Corporation, Government of Haryana. Through this scheme, loans are provided to the women from Scheduled Castes for the betterment of their economic status through self-employment.",,1.0,"Mahila Kisan Yojana. The scheme ""Mahila Kisan Yojana"" is an economic empowerment scheme by the Scheduled Castes Finance and Development Corporation, Government of Haryana. Through this scheme, loans are provided to the women from Scheduled Castes for the betterment of their economic status through self-employment. Category: Business & Entrepreneurship. Tags: Women, Employment, Loan, Subsidy, Enterpreneur, Scheduled Caste."
bepuk,Braille Equipment Provision,BEPUK,State,Individual,Not specified (state scheme),Uttarakhand,Social welfare & Empowerment,Disabled Person;Divyang;Braille Devices;Visual Disability;Assistive Technology,"The ""Braille Equipment Provision"" scheme aims to empower persons with visual disabilities to live independently by supporting their writing, computing, mobility, and entertainment needs. Through this scheme, Braille equipment is manufactured and made available to individuals and institutions.",,1.0,"Braille Equipment Provision. The ""Braille Equipment Provision"" scheme aims to empower persons with visual disabilities to live independently by supporting their writing, computing, mobility, and entertainment needs. Through this scheme, Braille equipment is manufactured and made available to individuals and institutions. Category: Social welfare & Empowerment. Tags: Disabled Person, Divyang, Braille Devices, Visual Disability, Assistive Technology."
ks,Khushi Scheme,KS,State,Individual,Not specified (state scheme),Odisha,Health & Wellness;Women and Child,Sanitary Pads;Health;Hygiene,"The Department of Health and Family Welfare, Government of Odisha had introduced a scheme named ""Khushi"" which aims to provide Free sanitary napkins to all girls in Government and aided schools from class 6th to 12th.",,1.0,"Khushi Scheme. The Department of Health and Family Welfare, Government of Odisha had introduced a scheme named ""Khushi"" which aims to provide Free sanitary napkins to all girls in Government and aided schools from class 6th to 12th. Category: Health & Wellness, Women and Child. Tags: Sanitary Pads, Health, Hygiene."
freecoach,Free Coaching Scheme,FREECOACH,Central,Individual,Ministry Of Social Justice and Empowerment,All,Education & Learning,Coaching;Competitive Exams;DNT;Stipend;Special Allowance,The scheme aims to provide good coaching quality for DNT candidates to enable them to appear in competitive examinations and succeed in obtaining an appropriate job in the Public/Private Sector.,,1.0,"Free Coaching Scheme. The scheme aims to provide good coaching quality for DNT candidates to enable them to appear in competitive examinations and succeed in obtaining an appropriate job in the Public/Private Sector. Category: Education & Learning. Tags: Coaching, Competitive Exams, DNT, Stipend, Special Allowance."
tufs,Transgender Utthan Kosh – Identity Card for Transgender,TUK-ICT,State,Individual,Not specified (state scheme),Rajasthan,Social welfare & Empowerment,Identity Card;Transgender;Citizen Empowerment,"This scheme aims to identify transgender persons and issuing identity cards to them. This certificate/identity card will be valid for all government purposes, including obtaining a ration card, Aadhaar card, birth certificate, etc.",,1.0,"Transgender Utthan Kosh – Identity Card for Transgender. This scheme aims to identify transgender persons and issuing identity cards to them. This certificate/identity card will be valid for all government purposes, including obtaining a ration card, Aadhaar card, birth certificate, etc. Category: Social welfare & Empowerment. Tags: Identity Card, Transgender, Citizen Empowerment."
asr,Aastha Yojana,AYR,State,Family,Not specified (state scheme),Rajasthan,Health & Wellness;Social welfare & Empowerment,Persons With Disabilities;Medical Treatment;Ration;Welfare Benefits;PwD;Astha Card,"The scheme aims to provide BPL-equivalent benefits to families with two or more specially-abled members. Under this scheme, eligible families receive free medical treatment, ration supplies, and other welfare benefits.",,2.0,"Aastha Yojana. The scheme aims to provide BPL-equivalent benefits to families with two or more specially-abled members. Under this scheme, eligible families receive free medical treatment, ration supplies, and other welfare benefits. Category: Health & Wellness, Social welfare & Empowerment. Tags: Persons With Disabilities, Medical Treatment, Ration, Welfare Benefits, PwD, Astha Card."
yuvasree,Yuvasree Prakalpa,YUVASREE ,State,Individual,Not specified (state scheme),West Bengal,Skills & Employment,Employment;Job Seeker;Financial Assistance;Placement,"""Yuvasree"" was launched in 2013 by Labor Department, Government of West Bengal for providing financial assistance to jobseekers.",,1.0,"Yuvasree Prakalpa. ""Yuvasree"" was launched in 2013 by Labor Department, Government of West Bengal for providing financial assistance to jobseekers. Category: Skills & Employment. Tags: Employment, Job Seeker, Financial Assistance, Placement."
lsspplydfsimisadirep,Loktantra Senani Samman Pension (Police Line Yojana) for the democracy fighters of the state imprisoned under MISA/DIR during the emergency period (from 25.06.1975 to 21.03.1977),LSSPPLYDFSIMISADIREP,State,Individual,Not specified (state scheme),Uttarakhand,Social welfare & Empowerment,Pension;Police Line;Democracy Fighter;Emergency Period,"The scheme provides financial assistance in the form of a monthly pension of ₹20,000/- to the democracy fighters of the state who were imprisoned under MISA/DIR during the Emergency period (from 25.06.1975 to 21.03.1977).",,1.0,"Loktantra Senani Samman Pension (Police Line Yojana) for the democracy fighters of the state imprisoned under MISA/DIR during the emergency period (from 25.06.1975 to 21.03.1977). The scheme provides financial assistance in the form of a monthly pension of ₹20,000/- to the democracy fighters of the state who were imprisoned under MISA/DIR during the Emergency period (from 25.06.1975 to 21.03.1977). Category: Social welfare & Empowerment. Tags: Pension, Police Line, Democracy Fighter, Emergency Period."
cmss,Chief Minister's Scholarship Scheme,CMSS,State,Individual,Not specified (state scheme),Meghalaya,Education & Learning,Student;Scholarship;Education;Courses,"Under this scheme, financial support is provided to students from Class XI to Ph.D. level. It offers a fixed annual scholarship of ₹6,000 for post-matric studies, which is paid directly into the students’ bank accounts. This scholarship is often provided in addition to other scholarships.",,1.0,"Chief Minister's Scholarship Scheme. Under this scheme, financial support is provided to students from Class XI to Ph.D. level. It offers a fixed annual scholarship of ₹6,000 for post-matric studies, which is paid directly into the students’ bank accounts. This scholarship is often provided in addition to other scholarships. Category: Education & Learning. Tags: Student, Scholarship, Education, Courses."
dsctaecc,Development Support for Coffee in Traditional Areas: Eco-certification of Coffee,DSCTA:ECC,Central,Infra,Ministry Of Commerce And Industry,All,"Agriculture,Rural & Environment",Coffee;Farmer;Agriculture;Subsidy;DBT,The scheme encourages coffee growers to access high-value speciality markets through the production of eco-certified coffees to realize higher returns by adhering to a set of standards that help in the communication of the various conditions surrounding the production of coffee.,,3.0,"Development Support for Coffee in Traditional Areas: Eco-certification of Coffee. The scheme encourages coffee growers to access high-value speciality markets through the production of eco-certified coffees to realize higher returns by adhering to a set of standards that help in the communication of the various conditions surrounding the production of coffee. Category: Agriculture,Rural & Environment. Tags: Coffee, Farmer, Agriculture, Subsidy, DBT."
otss,One Time Settlement (O.T.S.) Scheme,OTSS,State,Infra,Not specified (state scheme),Goa,Utility & Sanitation,Electricity;Agriculture;Waiver;Bill,"""One Time Settlement (O.T.S.) Scheme"" aims to recover outstanding electricity dues from defaulting consumers by offering a waiver of delayed payment charges. Beneficiaries can pay only the principal amount in a lump sum, applicable to consumers with arrears up to ₹20,000/- as of 31-3-2008.",2009-04-15,3.0,"One Time Settlement (O.T.S.) Scheme. ""One Time Settlement (O.T.S.) Scheme"" aims to recover outstanding electricity dues from defaulting consumers by offering a waiver of delayed payment charges. Beneficiaries can pay only the principal amount in a lump sum, applicable to consumers with arrears up to ₹20,000/- as of 31-3-2008. Category: Utility & Sanitation. Tags: Electricity, Agriculture, Waiver, Bill."
ivs,PMMSY: Insulated Vehicles - Haryana,IVS,State,Individual,Not specified (state scheme),Haryana,"Agriculture,Rural & Environment;Transport & Infrastructure",Fish Farmer;Vehicle;Financial Assistance;Transportation,The scheme aims to provide a subsidy per unit for purchasing insulated vehicles for the beneficiaries to promote cold-chain logistics in fish transportation.,,1.0,"PMMSY: Insulated Vehicles - Haryana. The scheme aims to provide a subsidy per unit for purchasing insulated vehicles for the beneficiaries to promote cold-chain logistics in fish transportation. Category: Agriculture,Rural & Environment, Transport & Infrastructure. Tags: Fish Farmer, Vehicle, Financial Assistance, Transportation."
pknsjbf,Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund),PKNSJBF,State,Individual,Not specified (state scheme),Goa,"Science, IT & Communications;Social welfare & Empowerment",Journalist;Financial Assistance;Education;Marriage;Medical,"The scheme aims to provide financial assistance to journalists in Goa for emergencies like medical treatment, marriage, and education. Benefits include aid up to ₹2,00,000/and scholarships for dependents. Eligible journalists must be registered and working in Goa for at least three years.",,1.0,"Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund). The scheme aims to provide financial assistance to journalists in Goa for emergencies like medical treatment, marriage, and education. Benefits include aid up to ₹2,00,000/and scholarships for dependents. Eligible journalists must be registered and working in Goa for at least three years. Category: Science, IT & Communications, Social welfare & Empowerment. Tags: Journalist, Financial Assistance, Education, Marriage, Medical."
mvdcws-trpda,Motor Vehicle Driver-Conductor Welfare Scheme- Training and Rehabilitation in Case of Permanent Disability due to Accident,MVDCWS-TRPDA,State,Individual,Not specified (state scheme),Madhya Pradesh,Skills & Employment;Social welfare & Empowerment;Transport & Infrastructure,Permanent Disability;Accident;Training;Rehabilitation;Drivers;Conductors,The scheme aims to rehabilitate drivers and conductors who suffer permanent disability due to accidents by providing skill training for alternative employment to the beneficiaries.,,1.0,"Motor Vehicle Driver-Conductor Welfare Scheme- Training and Rehabilitation in Case of Permanent Disability due to Accident. The scheme aims to rehabilitate drivers and conductors who suffer permanent disability due to accidents by providing skill training for alternative employment to the beneficiaries. Category: Skills & Employment, Social welfare & Empowerment, Transport & Infrastructure. Tags: Permanent Disability, Accident, Training, Rehabilitation, Drivers, Conductors."
hsjps,Haryana Shubhra Jyotsna Pension Scheme,HSJPS,State,Individual,Not specified (state scheme),Haryana,Social welfare & Empowerment,Pension;Emergency;Imprisonment;Financial Assistance,"The scheme “Haryana Shubhra Jyotsna Pension Scheme” was launched by the General Administration Department, Government of Haryana on 16th April 2018.",,1.0,"Haryana Shubhra Jyotsna Pension Scheme. The scheme “Haryana Shubhra Jyotsna Pension Scheme” was launched by the General Administration Department, Government of Haryana on 16th April 2018. Category: Social welfare & Empowerment. Tags: Pension, Emergency, Imprisonment, Financial Assistance."
